linkUrl,field,contentful_value,strapi_value,similarity
balancing-weight-and-strength-for-optimal-performance-of-steel-truck-bodies,isThisAPrimaryArticle,yes,true,0.286
balancing-weight-and-strength-for-optimal-performance-of-steel-truck-bodies,isThisAFeaturedArticle,yes,true,0.286
balancing-weight-and-strength-for-optimal-performance-of-steel-truck-bodies,contentfulId,MISSING,MISSING,MISSING
factors-impacting-tmt-prices,isThisAPrimaryArticle,yes,true,0.286
factors-impacting-tmt-prices,isThisAFeaturedArticle,n a,,0.0
factors-impacting-tmt-prices,contentfulId,MISSING,MISSING,MISSING
a-guide-for-contractors-to-ensure-quality-in-construction,isThisAPrimaryArticle,yes,true,0.286
a-guide-for-contractors-to-ensure-quality-in-construction,isThisAFeaturedArticle,yes,true,0.286
a-guide-for-contractors-to-ensure-quality-in-construction,contentfulId,MISSING,MISSING,MISSING
how-does-the-hydration-process-of-cement-work-and-why-is-it-crucial,isThisAPrimaryArticle,yes,true,0.286
how-does-the-hydration-process-of-cement-work-and-why-is-it-crucial,isThisAFeaturedArticle,yes,true,0.286
how-does-the-hydration-process-of-cement-work-and-why-is-it-crucial,contentfulId,MISSING,MISSING,MISSING
how-steel-reinforcements-protect-passengers-in-a-crash,isThisAPrimaryArticle,yes,true,0.286
how-steel-reinforcements-protect-passengers-in-a-crash,isThisAFeaturedArticle,yes,true,0.286
how-steel-reinforcements-protect-passengers-in-a-crash,contentfulId,MISSING,MISSING,MISSING
the-digitisation-of-steel-changing-the-industry-for-the-better,metaTitle,buy steel online steel digitization jsw one msme blog,test buy steel online steel digitization jsw one msme blog,0.921
the-digitisation-of-steel-changing-the-industry-for-the-better,metaDescription,the digitization of steel is definitely changing the industry for better read on to know more about how digitisation has enabled the steel sellers to evolve better,test the digitization of steel is definitely changing the industry for better read on to know more about how digitisation has enabled the steel sellers to evolve better,0.976
the-digitisation-of-steel-changing-the-industry-for-the-better,isThisAPrimaryArticle,yes,true,0.286
the-digitisation-of-steel-changing-the-industry-for-the-better,isThisAFeaturedArticle,yes,true,0.286
the-digitisation-of-steel-changing-the-industry-for-the-better,contentfulId,MISSING,MISSING,MISSING
550-vs-550d-tmt-bars-which-one-should-you-choose,isThisAPrimaryArticle,yes,true,0.286
550-vs-550d-tmt-bars-which-one-should-you-choose,isThisAFeaturedArticle,yes,true,0.286
550-vs-550d-tmt-bars-which-one-should-you-choose,contentfulId,MISSING,MISSING,MISSING
colour-coated-steel-the-perfect-blend-of-aesthetics-and-sustainability,isThisAPrimaryArticle,n a,,0.0
colour-coated-steel-the-perfect-blend-of-aesthetics-and-sustainability,isThisAFeaturedArticle,yes,true,0.286
colour-coated-steel-the-perfect-blend-of-aesthetics-and-sustainability,contentfulId,MISSING,MISSING,MISSING
thermal-performance-of-steel-framed-prefabricated-buildings,isThisAPrimaryArticle,yes,true,0.286
thermal-performance-of-steel-framed-prefabricated-buildings,isThisAFeaturedArticle,yes,true,0.286
thermal-performance-of-steel-framed-prefabricated-buildings,contentfulId,MISSING,MISSING,MISSING
the-role-of-grain-boundaries-in-the-mechanical-properties-of-cold-rolled,isThisAPrimaryArticle,yes,true,0.286
the-role-of-grain-boundaries-in-the-mechanical-properties-of-cold-rolled,isThisAFeaturedArticle,yes,true,0.286
the-role-of-grain-boundaries-in-the-mechanical-properties-of-cold-rolled,contentfulId,MISSING,MISSING,MISSING
the-influence-of-water-cement-ratio-on-workability-and-strength,isThisAPrimaryArticle,yes,true,0.286
the-influence-of-water-cement-ratio-on-workability-and-strength,isThisAFeaturedArticle,yes,true,0.286
the-influence-of-water-cement-ratio-on-workability-and-strength,contentfulId,MISSING,MISSING,MISSING
the-role-of-cement-in-the-durability-of-bridges-and-flyovers,isThisAPrimaryArticle,n a,,0.0
the-role-of-cement-in-the-durability-of-bridges-and-flyovers,isThisAFeaturedArticle,n a,,0.0
the-role-of-cement-in-the-durability-of-bridges-and-flyovers,contentfulId,MISSING,MISSING,MISSING
where-is-portland-pozzolana-cement-ppc-used,isThisAPrimaryArticle,yes,true,0.286
where-is-portland-pozzolana-cement-ppc-used,isThisAFeaturedArticle,yes,true,0.286
where-is-portland-pozzolana-cement-ppc-used,contentfulId,MISSING,MISSING,MISSING
the-role-of-steel-in-sustainable-construction-and-green-building-design,isThisAPrimaryArticle,yes,true,0.286
the-role-of-steel-in-sustainable-construction-and-green-building-design,isThisAFeaturedArticle,yes,true,0.286
the-role-of-steel-in-sustainable-construction-and-green-building-design,contentfulId,MISSING,MISSING,MISSING
comparing-cement-types-opc-ppc-and-psc-which-is-best-for-your-project,isThisAPrimaryArticle,yes,true,0.286
comparing-cement-types-opc-ppc-and-psc-which-is-best-for-your-project,isThisAFeaturedArticle,yes,true,0.286
comparing-cement-types-opc-ppc-and-psc-which-is-best-for-your-project,contentfulId,MISSING,MISSING,MISSING
steel-solutions-for-meeting-emission-standards-in-the-auto-industry,metaTitle,steel solutions for meeting emission standards in the auto industry jsw one msme blog,test steel solutions for meeting emission standards in the auto industry jsw one msme blog,0.936
steel-solutions-for-meeting-emission-standards-in-the-auto-industry,metaDescription,learn how msmes in the auto industry can leverage advanced steel grades to meet evolving emission standards discover lightweight durable and sustainable steel solutions tailored for traditional and electric vehicles,test learn how msmes in the auto industry can leverage advanced steel grades to meet evolving emission standards discover lightweight durable and sustainable steel solutions tailored for traditional and electric vehicles,0.972
steel-solutions-for-meeting-emission-standards-in-the-auto-industry,isThisAPrimaryArticle,n a,,0.0
steel-solutions-for-meeting-emission-standards-in-the-auto-industry,isThisAFeaturedArticle,n a,,0.0
steel-solutions-for-meeting-emission-standards-in-the-auto-industry,contentfulId,MISSING,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,content,,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,title,n a,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,metaTitle,buy steel online industrial materials marketplace jsw one msme,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,metaDescription,buy the best quality steel welding consumables tmt and cement online at jsw one msme the online marketplace for manufacturing construction material requirements,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,categoryName,n a,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,timeDuration,n a,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,linkText,n a,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,isThisAPrimaryArticle,n a,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,isThisAFeaturedArticle,n a,MISSING,MISSING
untitled-entry-2025-02-13-at-07-52-41,contentfulId,MISSING,MISSING,MISSING
galvanized-steel-an-indispensable-material-for-the-future-of-the-automotive,isThisAPrimaryArticle,yes,true,0.286
galvanized-steel-an-indispensable-material-for-the-future-of-the-automotive,isThisAFeaturedArticle,n a,,0.0
galvanized-steel-an-indispensable-material-for-the-future-of-the-automotive,contentfulId,MISSING,MISSING,MISSING
what-are-the-advantages-of-portland-slag-cement,isThisAPrimaryArticle,yes,true,0.286
what-are-the-advantages-of-portland-slag-cement,isThisAFeaturedArticle,yes,true,0.286
what-are-the-advantages-of-portland-slag-cement,contentfulId,MISSING,MISSING,MISSING
hot-rolled-steel-versatile-like-no-other,isThisAPrimaryArticle,n a,,0.0
hot-rolled-steel-versatile-like-no-other,isThisAFeaturedArticle,yes,true,0.286
hot-rolled-steel-versatile-like-no-other,contentfulId,MISSING,MISSING,MISSING
steel-selection-for-high-performance-vehicles,isThisAPrimaryArticle,yes,true,0.286
steel-selection-for-high-performance-vehicles,isThisAFeaturedArticle,yes,true,0.286
steel-selection-for-high-performance-vehicles,contentfulId,MISSING,MISSING,MISSING
how-the-pli-scheme-is-empowering-msmes-a-review,isThisAPrimaryArticle,yes,true,0.286
how-the-pli-scheme-is-empowering-msmes-a-review,isThisAFeaturedArticle,yes,true,0.286
how-the-pli-scheme-is-empowering-msmes-a-review,contentfulId,MISSING,MISSING,MISSING
6-things-to-keep-in-mind-when-buying-steel-online,isThisAPrimaryArticle,yes,true,0.286
6-things-to-keep-in-mind-when-buying-steel-online,isThisAFeaturedArticle,yes,true,0.286
6-things-to-keep-in-mind-when-buying-steel-online,contentfulId,MISSING,MISSING,MISSING
what-is-tempering-of-steel,isThisAPrimaryArticle,yes,true,0.286
what-is-tempering-of-steel,isThisAFeaturedArticle,yes,true,0.286
what-is-tempering-of-steel,contentfulId,MISSING,MISSING,MISSING
advantage-cold-rolled-steel,isThisAPrimaryArticle,yes,true,0.286
advantage-cold-rolled-steel,isThisAFeaturedArticle,yes,true,0.286
advantage-cold-rolled-steel,contentfulId,MISSING,MISSING,MISSING
comparison-of-wire-rod-and-other-materials-in-pre-stressed-concrete,isThisAPrimaryArticle,yes,true,0.286
comparison-of-wire-rod-and-other-materials-in-pre-stressed-concrete,isThisAFeaturedArticle,yes,true,0.286
comparison-of-wire-rod-and-other-materials-in-pre-stressed-concrete,contentfulId,MISSING,MISSING,MISSING
how-additives-in-concrete-improve-workability-and-durability,isThisAPrimaryArticle,n a,,0.0
how-additives-in-concrete-improve-workability-and-durability,isThisAFeaturedArticle,n a,,0.0
how-additives-in-concrete-improve-workability-and-durability,contentfulId,MISSING,MISSING,MISSING
how-to-get-the-perfect-mirror-finish-for-stainless-steel,isThisAPrimaryArticle,yes,true,0.286
how-to-get-the-perfect-mirror-finish-for-stainless-steel,isThisAFeaturedArticle,yes,true,0.286
how-to-get-the-perfect-mirror-finish-for-stainless-steel,contentfulId,MISSING,MISSING,MISSING
steel-grades-used-in-the-automotive-industry,metaTitle,n a,buy steel online industrial materials marketplace jsw one msme,0.0
steel-grades-used-in-the-automotive-industry,metaDescription,n a,buy the best quality steel welding consumables tmt and cement online at jsw one msme the online marketplace for manufacturing construction material requirements,0.0
steel-grades-used-in-the-automotive-industry,categoryName,automotive,business,0.333
steel-grades-used-in-the-automotive-industry,timeDuration,n a,,0.0
steel-grades-used-in-the-automotive-industry,isThisAPrimaryArticle,n a,true,0.0
steel-grades-used-in-the-automotive-industry,isThisAFeaturedArticle,n a,,0.0
steel-grades-used-in-the-automotive-industry,contentfulId,MISSING,MISSING,MISSING
why-should-you-consider-tmt-this-rainy-season-for-construction-projects,isThisAPrimaryArticle,yes,true,0.286
why-should-you-consider-tmt-this-rainy-season-for-construction-projects,isThisAFeaturedArticle,yes,true,0.286
why-should-you-consider-tmt-this-rainy-season-for-construction-projects,contentfulId,MISSING,MISSING,MISSING
difference-between-cold-rolled-and-cold-drawn-steel-applications-and-use,isThisAPrimaryArticle,yes,true,0.286
difference-between-cold-rolled-and-cold-drawn-steel-applications-and-use,isThisAFeaturedArticle,yes,true,0.286
difference-between-cold-rolled-and-cold-drawn-steel-applications-and-use,contentfulId,MISSING,MISSING,MISSING
what-are-the-factors-that-contribute-to-the-quality-of-steel,isThisAPrimaryArticle,yes,true,0.286
what-are-the-factors-that-contribute-to-the-quality-of-steel,isThisAFeaturedArticle,yes,true,0.286
what-are-the-factors-that-contribute-to-the-quality-of-steel,contentfulId,MISSING,MISSING,MISSING
why-is-quality-control-essential-in-steel-fabrication,isThisAPrimaryArticle,yes,true,0.286
why-is-quality-control-essential-in-steel-fabrication,isThisAFeaturedArticle,n a,,0.0
why-is-quality-control-essential-in-steel-fabrication,contentfulId,MISSING,MISSING,MISSING
steel-fabrication-for-infrastructure,isThisAPrimaryArticle,yes,true,0.286
steel-fabrication-for-infrastructure,isThisAFeaturedArticle,yes,true,0.286
steel-fabrication-for-infrastructure,contentfulId,MISSING,MISSING,MISSING
protecting-hot-rolled-sheets-from-rust-during-rainy-seasons,isThisAPrimaryArticle,yes,true,0.286
protecting-hot-rolled-sheets-from-rust-during-rainy-seasons,isThisAFeaturedArticle,yes,true,0.286
protecting-hot-rolled-sheets-from-rust-during-rainy-seasons,contentfulId,MISSING,MISSING,MISSING
is-green-cement-the-future-of-sustainable-construction,isThisAPrimaryArticle,n a,,0.0
is-green-cement-the-future-of-sustainable-construction,isThisAFeaturedArticle,yes,true,0.286
is-green-cement-the-future-of-sustainable-construction,contentfulId,MISSING,MISSING,MISSING
budgeting-strategies-for-managing-cement-price-fluctuations,isThisAPrimaryArticle,yes,true,0.286
budgeting-strategies-for-managing-cement-price-fluctuations,isThisAFeaturedArticle,yes,true,0.286
budgeting-strategies-for-managing-cement-price-fluctuations,contentfulId,MISSING,MISSING,MISSING
safeguarding-manpower-and-machinery-during-rainy-season,isThisAPrimaryArticle,yes,true,0.286
safeguarding-manpower-and-machinery-during-rainy-season,isThisAFeaturedArticle,yes,true,0.286
safeguarding-manpower-and-machinery-during-rainy-season,contentfulId,MISSING,MISSING,MISSING
how-to-overcome-welding-challenges-with-tmt-steel,isThisAPrimaryArticle,yes,true,0.286
how-to-overcome-welding-challenges-with-tmt-steel,isThisAFeaturedArticle,yes,true,0.286
how-to-overcome-welding-challenges-with-tmt-steel,contentfulId,MISSING,MISSING,MISSING
steel-wire-rod-application-in-refrigerators,isThisAPrimaryArticle,n a,,0.0
steel-wire-rod-application-in-refrigerators,isThisAFeaturedArticle,n a,,0.0
steel-wire-rod-application-in-refrigerators,contentfulId,MISSING,MISSING,MISSING
cash-flow-challenges-faced-by-oems,isThisAPrimaryArticle,yes,true,0.286
cash-flow-challenges-faced-by-oems,isThisAFeaturedArticle,yes,true,0.286
cash-flow-challenges-faced-by-oems,contentfulId,MISSING,MISSING,MISSING
difference-between-renders-and-plasters-made-from-cement,isThisAPrimaryArticle,yes,true,0.286
difference-between-renders-and-plasters-made-from-cement,isThisAFeaturedArticle,yes,true,0.286
difference-between-renders-and-plasters-made-from-cement,contentfulId,MISSING,MISSING,MISSING
what-are-the-chemical-properties-of-different-types-of-cement-and-how-do,isThisAPrimaryArticle,n a,,0.0
what-are-the-chemical-properties-of-different-types-of-cement-and-how-do,isThisAFeaturedArticle,n a,,0.0
what-are-the-chemical-properties-of-different-types-of-cement-and-how-do,contentfulId,MISSING,MISSING,MISSING
the-economics-of-using-fewer-tmt-bars-in-high-strength-construction-projects,isThisAPrimaryArticle,n a,,0.0
the-economics-of-using-fewer-tmt-bars-in-high-strength-construction-projects,isThisAFeaturedArticle,n a,,0.0
the-economics-of-using-fewer-tmt-bars-in-high-strength-construction-projects,contentfulId,MISSING,MISSING,MISSING
uses-of-steel-cladding-sheets,isThisAPrimaryArticle,yes,true,0.286
uses-of-steel-cladding-sheets,isThisAFeaturedArticle,n a,,0.0
uses-of-steel-cladding-sheets,contentfulId,MISSING,MISSING,MISSING
the-role-of-coated-steel-in-solar-panel-manufacturing,isThisAPrimaryArticle,yes,true,0.286
the-role-of-coated-steel-in-solar-panel-manufacturing,isThisAFeaturedArticle,yes,true,0.286
the-role-of-coated-steel-in-solar-panel-manufacturing,contentfulId,MISSING,MISSING,MISSING
how-to-select-the-right-steel-for-engine-and-transmission-components,isThisAPrimaryArticle,yes,true,0.286
how-to-select-the-right-steel-for-engine-and-transmission-components,isThisAFeaturedArticle,yes,true,0.286
how-to-select-the-right-steel-for-engine-and-transmission-components,contentfulId,MISSING,MISSING,MISSING
8-ways-steel-enhance-the-structural-integrity-of-warehouses,isThisAPrimaryArticle,yes,true,0.286
8-ways-steel-enhance-the-structural-integrity-of-warehouses,isThisAFeaturedArticle,yes,true,0.286
8-ways-steel-enhance-the-structural-integrity-of-warehouses,contentfulId,MISSING,MISSING,MISSING
peb-technology-for-large-scale-agricultural-projects,isThisAPrimaryArticle,n a,,0.0
peb-technology-for-large-scale-agricultural-projects,isThisAFeaturedArticle,n a,,0.0
peb-technology-for-large-scale-agricultural-projects,contentfulId,MISSING,MISSING,MISSING
from-paint-to-coating-evaluating-colour-coated-steel-and-traditional-painted,isThisAPrimaryArticle,yes,true,0.286
from-paint-to-coating-evaluating-colour-coated-steel-and-traditional-painted,isThisAFeaturedArticle,yes,true,0.286
from-paint-to-coating-evaluating-colour-coated-steel-and-traditional-painted,contentfulId,MISSING,MISSING,MISSING
tips-for-properly-mounting-solar-panels-with-steel-rails,isThisAPrimaryArticle,yes,true,0.286
tips-for-properly-mounting-solar-panels-with-steel-rails,isThisAFeaturedArticle,yes,true,0.286
tips-for-properly-mounting-solar-panels-with-steel-rails,contentfulId,MISSING,MISSING,MISSING
factors-to-consider-when-making-nails-and-screws-made-from-wire-rods,isThisAPrimaryArticle,yes,true,0.286
factors-to-consider-when-making-nails-and-screws-made-from-wire-rods,isThisAFeaturedArticle,yes,true,0.286
factors-to-consider-when-making-nails-and-screws-made-from-wire-rods,contentfulId,MISSING,MISSING,MISSING
impact-of-tmt-bar-grades-on-seismic-performance-in-high-risk-zones,isThisAPrimaryArticle,yes,true,0.286
impact-of-tmt-bar-grades-on-seismic-performance-in-high-risk-zones,isThisAFeaturedArticle,yes,true,0.286
impact-of-tmt-bar-grades-on-seismic-performance-in-high-risk-zones,contentfulId,MISSING,MISSING,MISSING
why-steel-remains-the-preferred-material-for-chassis-manufacturing-in-india,isThisAPrimaryArticle,n a,,0.0
why-steel-remains-the-preferred-material-for-chassis-manufacturing-in-india,isThisAFeaturedArticle,n a,,0.0
why-steel-remains-the-preferred-material-for-chassis-manufacturing-in-india,contentfulId,MISSING,MISSING,MISSING
the-challenges-faced-by-procurement-managers-and-their-solutions,isThisAPrimaryArticle,yes,true,0.286
the-challenges-faced-by-procurement-managers-and-their-solutions,isThisAFeaturedArticle,yes,true,0.286
the-challenges-faced-by-procurement-managers-and-their-solutions,contentfulId,MISSING,MISSING,MISSING
stainless-steel-a-true-story-of-strength-and-resilience,isThisAPrimaryArticle,yes,true,0.286
stainless-steel-a-true-story-of-strength-and-resilience,isThisAFeaturedArticle,yes,true,0.286
stainless-steel-a-true-story-of-strength-and-resilience,contentfulId,MISSING,MISSING,MISSING
credit-options-for-msmes-in-the-manufacturing-and-infrastructure-sectors,isThisAPrimaryArticle,yes,true,0.286
credit-options-for-msmes-in-the-manufacturing-and-infrastructure-sectors,isThisAFeaturedArticle,yes,true,0.286
credit-options-for-msmes-in-the-manufacturing-and-infrastructure-sectors,contentfulId,MISSING,MISSING,MISSING
the-economic-benefits-of-using-tmt-bars-in-infrastructure-projects,isThisAPrimaryArticle,yes,true,0.286
the-economic-benefits-of-using-tmt-bars-in-infrastructure-projects,isThisAFeaturedArticle,yes,true,0.286
the-economic-benefits-of-using-tmt-bars-in-infrastructure-projects,contentfulId,MISSING,MISSING,MISSING
what-should-you-consider-when-you-buy-steel-online,isThisAPrimaryArticle,yes,true,0.286
what-should-you-consider-when-you-buy-steel-online,isThisAFeaturedArticle,yes,true,0.286
what-should-you-consider-when-you-buy-steel-online,contentfulId,MISSING,MISSING,MISSING
industry-4-0-are-indian-msmes-all-set-for-the-next-wave-of-industrialization,categoryName,n a,,0.0
industry-4-0-are-indian-msmes-all-set-for-the-next-wave-of-industrialization,isThisAPrimaryArticle,n a,,0.0
industry-4-0-are-indian-msmes-all-set-for-the-next-wave-of-industrialization,isThisAFeaturedArticle,yes,true,0.286
industry-4-0-are-indian-msmes-all-set-for-the-next-wave-of-industrialization,contentfulId,MISSING,MISSING,MISSING
how-to-select-the-right-tmt-for-your-project,isThisAPrimaryArticle,n a,,0.0
how-to-select-the-right-tmt-for-your-project,isThisAFeaturedArticle,yes,true,0.286
how-to-select-the-right-tmt-for-your-project,contentfulId,MISSING,MISSING,MISSING
how-steel-is-used-in-the-automobile-industry-past-present-and-future,isThisAPrimaryArticle,yes,true,0.286
how-steel-is-used-in-the-automobile-industry-past-present-and-future,isThisAFeaturedArticle,n a,,0.0
how-steel-is-used-in-the-automobile-industry-past-present-and-future,contentfulId,MISSING,MISSING,MISSING
the-role-of-hot-rolled-steel-in-pre-engineered-buildings,isThisAPrimaryArticle,yes,true,0.286
the-role-of-hot-rolled-steel-in-pre-engineered-buildings,isThisAFeaturedArticle,yes,true,0.286
the-role-of-hot-rolled-steel-in-pre-engineered-buildings,contentfulId,MISSING,MISSING,MISSING
what-is-an-autoclaved-aerated-concrete-acc-block,isThisAPrimaryArticle,yes,true,0.286
what-is-an-autoclaved-aerated-concrete-acc-block,isThisAFeaturedArticle,n a,,0.0
what-is-an-autoclaved-aerated-concrete-acc-block,contentfulId,MISSING,MISSING,MISSING
alternate-finance-what-are-your-options-as-an-msme,isThisAPrimaryArticle,n a,,0.0
alternate-finance-what-are-your-options-as-an-msme,isThisAFeaturedArticle,yes,true,0.286
alternate-finance-what-are-your-options-as-an-msme,contentfulId,MISSING,MISSING,MISSING
why-do-wire-rods-make-the-best-fasteners,isThisAPrimaryArticle,n a,,0.0
why-do-wire-rods-make-the-best-fasteners,isThisAFeaturedArticle,n a,,0.0
why-do-wire-rods-make-the-best-fasteners,contentfulId,MISSING,MISSING,MISSING
why-cold-rolled-steel-is-essential-for-precision-auto-parts-manufacturing,isThisAPrimaryArticle,n a,,0.0
why-cold-rolled-steel-is-essential-for-precision-auto-parts-manufacturing,isThisAFeaturedArticle,n a,,0.0
why-cold-rolled-steel-is-essential-for-precision-auto-parts-manufacturing,contentfulId,MISSING,MISSING,MISSING
understanding-uniform-gauge-and-dimension-in-tmt-bars,isThisAPrimaryArticle,n a,,0.0
understanding-uniform-gauge-and-dimension-in-tmt-bars,isThisAFeaturedArticle,n a,,0.0
understanding-uniform-gauge-and-dimension-in-tmt-bars,contentfulId,MISSING,MISSING,MISSING
corrosion-resistant-steel-coatings-for-auto-parts-in-harsh-indian-climates,isThisAPrimaryArticle,n a,,0.0
corrosion-resistant-steel-coatings-for-auto-parts-in-harsh-indian-climates,isThisAFeaturedArticle,n a,,0.0
corrosion-resistant-steel-coatings-for-auto-parts-in-harsh-indian-climates,contentfulId,MISSING,MISSING,MISSING
2021-steel-trends-in-the-construction-industry,isThisAPrimaryArticle,yes,true,0.286
2021-steel-trends-in-the-construction-industry,isThisAFeaturedArticle,yes,true,0.286
2021-steel-trends-in-the-construction-industry,contentfulId,MISSING,MISSING,MISSING
how-msmes-can-leverage-steel-to-improve-safety-in-auto-components,isThisAPrimaryArticle,n a,,0.0
how-msmes-can-leverage-steel-to-improve-safety-in-auto-components,isThisAFeaturedArticle,n a,,0.0
how-msmes-can-leverage-steel-to-improve-safety-in-auto-components,contentfulId,MISSING,MISSING,MISSING
how-steel-wire-rods-power-your-vehicles,isThisAPrimaryArticle,yes,true,0.286
how-steel-wire-rods-power-your-vehicles,isThisAFeaturedArticle,yes,true,0.286
how-steel-wire-rods-power-your-vehicles,contentfulId,MISSING,MISSING,MISSING
combating-the-steel-price-fluctuations-in-india-what-are-your-options-as-an,isThisAPrimaryArticle,yes,true,0.286
combating-the-steel-price-fluctuations-in-india-what-are-your-options-as-an,isThisAFeaturedArticle,yes,true,0.286
combating-the-steel-price-fluctuations-in-india-what-are-your-options-as-an,contentfulId,MISSING,MISSING,MISSING
how-car-sales-are-accelerating-the-steel-sector,isThisAPrimaryArticle,yes,true,0.286
how-car-sales-are-accelerating-the-steel-sector,isThisAFeaturedArticle,yes,true,0.286
how-car-sales-are-accelerating-the-steel-sector,contentfulId,MISSING,MISSING,MISSING
how-to-avoid-the-cracks-in-a-wall-or-column-for-high-strength-concrete,isThisAPrimaryArticle,yes,true,0.286
how-to-avoid-the-cracks-in-a-wall-or-column-for-high-strength-concrete,isThisAFeaturedArticle,yes,true,0.286
how-to-avoid-the-cracks-in-a-wall-or-column-for-high-strength-concrete,contentfulId,MISSING,MISSING,MISSING
the-impact-of-micro-alloying-elements-on-the-properties-of-tmt-bars,isThisAPrimaryArticle,n a,,0.0
the-impact-of-micro-alloying-elements-on-the-properties-of-tmt-bars,isThisAFeaturedArticle,n a,,0.0
the-impact-of-micro-alloying-elements-on-the-properties-of-tmt-bars,contentfulId,MISSING,MISSING,MISSING
how-can-we-maximise-the-efficiency-of-steel-solar-trackers,isThisAPrimaryArticle,yes,true,0.286
how-can-we-maximise-the-efficiency-of-steel-solar-trackers,isThisAFeaturedArticle,yes,true,0.286
how-can-we-maximise-the-efficiency-of-steel-solar-trackers,contentfulId,MISSING,MISSING,MISSING
role-of-steel-in-enhancing-noise-vibration-and-harshness-nvh-vehicle,isThisAPrimaryArticle,yes,true,0.286
role-of-steel-in-enhancing-noise-vibration-and-harshness-nvh-vehicle,isThisAFeaturedArticle,yes,true,0.286
role-of-steel-in-enhancing-noise-vibration-and-harshness-nvh-vehicle,contentfulId,MISSING,MISSING,MISSING
msme-financing-what-you-need-to-know-about-funding-your-business,isThisAPrimaryArticle,yes,true,0.286
msme-financing-what-you-need-to-know-about-funding-your-business,isThisAFeaturedArticle,yes,true,0.286
msme-financing-what-you-need-to-know-about-funding-your-business,contentfulId,MISSING,MISSING,MISSING
construction-versus-natural-disasters-how-do-tmt-bars-protect,isThisAPrimaryArticle,n a,,0.0
construction-versus-natural-disasters-how-do-tmt-bars-protect,isThisAFeaturedArticle,yes,true,0.286
construction-versus-natural-disasters-how-do-tmt-bars-protect,contentfulId,MISSING,MISSING,MISSING
welcome-to-jsw-one-msme-buy-steel-online,isThisAPrimaryArticle,yes,true,0.286
welcome-to-jsw-one-msme-buy-steel-online,isThisAFeaturedArticle,yes,true,0.286
welcome-to-jsw-one-msme-buy-steel-online,contentfulId,MISSING,MISSING,MISSING
modern-methods-of-testing-steel-quality,isThisAPrimaryArticle,yes,true,0.286
modern-methods-of-testing-steel-quality,isThisAFeaturedArticle,n a,,0.0
modern-methods-of-testing-steel-quality,contentfulId,MISSING,MISSING,MISSING
how-steel-fabrication-techniques-influence-solar-panel-structure-quality,isThisAPrimaryArticle,n a,,0.0
how-steel-fabrication-techniques-influence-solar-panel-structure-quality,isThisAFeaturedArticle,n a,,0.0
how-steel-fabrication-techniques-influence-solar-panel-structure-quality,contentfulId,MISSING,MISSING,MISSING
why-are-solar-panels-a-popular-choice-for-investment,isThisAPrimaryArticle,yes,true,0.286
why-are-solar-panels-a-popular-choice-for-investment,isThisAFeaturedArticle,yes,true,0.286
why-are-solar-panels-a-popular-choice-for-investment,contentfulId,MISSING,MISSING,MISSING
how-steel-reinforcement-strengthens-ground-mounted-solar-panels,isThisAPrimaryArticle,n a,,0.0
how-steel-reinforcement-strengthens-ground-mounted-solar-panels,isThisAFeaturedArticle,n a,,0.0
how-steel-reinforcement-strengthens-ground-mounted-solar-panels,contentfulId,MISSING,MISSING,MISSING
5-advantages-of-galvanised-steel-support-posts-in-solar-projects,isThisAPrimaryArticle,yes,true,0.286
5-advantages-of-galvanised-steel-support-posts-in-solar-projects,isThisAFeaturedArticle,yes,true,0.286
5-advantages-of-galvanised-steel-support-posts-in-solar-projects,contentfulId,MISSING,MISSING,MISSING
the-crucial-role-of-hot-rolled-steel-in-pre-engineered-buildings,isThisAPrimaryArticle,yes,true,0.286
the-crucial-role-of-hot-rolled-steel-in-pre-engineered-buildings,isThisAFeaturedArticle,yes,true,0.286
the-crucial-role-of-hot-rolled-steel-in-pre-engineered-buildings,contentfulId,MISSING,MISSING,MISSING
the-advantages-of-using-hot-rolled-steel-in-large-scale-peb-projects,isThisAPrimaryArticle,n a,,0.0
the-advantages-of-using-hot-rolled-steel-in-large-scale-peb-projects,isThisAFeaturedArticle,n a,,0.0
the-advantages-of-using-hot-rolled-steel-in-large-scale-peb-projects,contentfulId,MISSING,MISSING,MISSING
innovations-in-coated-steel-for-pebs-ppgl-gl-and-gp,isThisAPrimaryArticle,yes,true,0.286
innovations-in-coated-steel-for-pebs-ppgl-gl-and-gp,isThisAFeaturedArticle,yes,true,0.286
innovations-in-coated-steel-for-pebs-ppgl-gl-and-gp,contentfulId,MISSING,MISSING,MISSING
why-should-you-buy-steel-from-a-trusted-supplier,metaTitle,n a,buy steel online industrial materials marketplace jsw one msme,0.0
why-should-you-buy-steel-from-a-trusted-supplier,metaDescription,n a,buy the best quality steel welding consumables tmt and cement online at jsw one msme the online marketplace for manufacturing construction material requirements,0.0
